index,Cinsiyet,Yaş Grubu,Medeni Durum,Eğitim Düzeyi,İstihdam Durumu,Yıllık Ortalama Gelir,Yaşadığı Şehir,En Çok İlgilendiği Ürün Grubu,Yıllık Ortalama Satın Alım Miktarı,Yıllık Ortalama Sipariş Verilen Ürün Adedi,Eğitime Devam Etme Durumu,Öbek İsmi,Yıllık Ortalama Sepete Atılan Ürün Adedi
4750,Kadın,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,261707.469012032,Küçük Şehir,Spor Malzemeleri,9048.65605181259,42.6355473675162,Ediyor,obek_8,193.285282142381
4751,Kadın,>60,Evli,Ortaokul Mezunu,Emekli,485287.909517225,Kırsal,Kozmetik,43241.0839084457,31.550424606598,Etmiyor,obek_6,43.1065815676834
4752,Kadın,18-30,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,125825.984460196,Küçük Şehir,Ev ve Mobilya,4081.53358931415,16.0078531977249,Etmiyor,obek_2,45.969666478976
4753,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,238161.286525876,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3386.71219805407,10.5924274662,Ediyor,obek_5,108.148230140701
4754,Kadın,31-40,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,170995.79729215,Küçük Şehir,Ev ve Mobilya,4138.26204384207,20.8619666899085,Etmiyor,obek_2,34.8951651466418
4755,Erkek,>60,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,352142.361221962,Büyük Şehir,Spor Malzemeleri,4613.5062299532,14.246839680226,Etmiyor,obek_3,22.6842500934078
4756,Kadın,>60,Evli,Eğitimsiz,Kendi İşinin Sahibi,368221.917425624,Büyük Şehir,Spor Malzemeleri,31414.1246479653,19.8170483735323,Etmiyor,obek_7,94.8739791718312
4757,Erkek,31-40,Bekar,Doktora Ötesi,Düzenli ve Ücretli Bir İşi Var,813178.819601429,Büyük Şehir,Giyim,36885.0355102544,40.770272467023,Etmiyor,obek_4,102.960841477106
4758,Erkek,18-30,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,256281.498959641,Köy veya Kasaba,Giyim,6715.61039857052,15.8616866631827,Etmiyor,obek_3,21.2492056457002
4759,Erkek,31-40,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,343531.554736933,Büyük Şehir,Elektronik ve Teknolojik Ürünler,28904.1978691369,18.4647181900105,Etmiyor,obek_7,122.030576238114
4760,Erkek,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,862952.066686319,Büyük Şehir,Spor Malzemeleri,33878.0050829592,38.0362908484124,Etmiyor,obek_4,73.696495670229
4761,Erkek,18-30,Evli,Eğitimsiz,Düzenli ve Ücretli Bir İşi Var,205792.853539795,Küçük Şehir,Giyim,5180.04006106998,2.60909743258715,Etmiyor,obek_1,12.5092934109923
4762,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,1058561.79740424,Büyük Şehir,Kozmetik,32281.641586641,40.5467795917776,Etmiyor,obek_4,87.630871706195
4763,Kadın,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,887453.275616211,Büyük Şehir,Ev ve Mobilya,31418.5768024286,38.1195505216167,Ediyor,obek_4,101.645837095943
4764,Kadın,18-30,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,197972.201064278,Küçük Şehir,Kozmetik,5200.92372650059,4.71754365482726,Etmiyor,obek_1,11.2142568088155
4765,Kadın,41-50,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,218638.710063966,Büyük Şehir,Giyim,5968.1688227953,3.92892584873096,Etmiyor,obek_1,10.2471765441687
4766,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,650430.462163723,Büyük Şehir,Ev ve Mobilya,33316.6309112283,34.7845764034335,Ediyor,obek_4,98.7460575796465
4767,Kadın,>60,Bekar,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,141219.717633951,Köy veya Kasaba,Ev ve Mobilya,4508.2680502424,23.7964793986854,Etmiyor,obek_2,55.6090080749974
4768,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,508322.086544277,Kırsal,Elektronik ve Teknolojik Ürünler,44265.4452117133,32.1724991311589,Etmiyor,obek_6,53.7966594988839
4769,Kadın,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,123209.552045083,Küçük Şehir,Giyim,6148.7007443088,3.2309146114026,Etmiyor,obek_1,8.65305798721371
4770,Kadın,18-30,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,890858.729704922,Büyük Şehir,Spor Malzemeleri,30079.6549383484,42.5589279252851,Etmiyor,obek_4,109.263171433275
4771,Erkek,51-60,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,192852.110906317,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,3492.96911362937,9.7786765917112,Etmiyor,obek_5,93.4616578029398
4772,Kadın,51-60,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,271041.739616024,Küçük Şehir,Giyim,5410.27507411508,4.46708517997501,Etmiyor,obek_1,12.2860682222651
4773,Erkek,31-40,Evli,Doktora Ötesi,Kendi İşinin Sahibi,248298.892251952,Köy veya Kasaba,Giyim,6055.89746817431,7.83284330956039,Etmiyor,obek_1,13.2960840865671
4774,Kadın,41-50,Evli,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,222654.314076344,Kırsal,Giyim,5117.81374212432,3.0772965295312,Etmiyor,obek_1,10.1435055393258
4775,Erkek,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,522750.088272951,Büyük Şehir,Giyim,34553.0132019153,42.035682471556,Etmiyor,obek_4,106.603484191425
4776,Kadın,18-30,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,180758.832458297,Küçük Şehir,Giyim,3541.41143946759,24.3821491026382,Etmiyor,obek_2,56.3171930208013
4777,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,216768.117735995,Büyük Şehir,Elektronik ve Teknolojik Ürünler,8854.56692980101,42.9371901678578,Ediyor,obek_8,200.827873018903
4778,Kadın,31-40,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,342092.096207622,Küçük Şehir,Ev ve Mobilya,27654.0495815857,19.1166098824211,Etmiyor,obek_7,111.999353873327
4779,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,260228.507623092,Küçük Şehir,Ev ve Mobilya,9755.95457011709,53.8598051447648,Ediyor,obek_8,119.217610659471
4780,Kadın,18-30,Evli,Lise Mezunu,Kendi İşinin Sahibi,162025.85440208,Köy veya Kasaba,Spor Malzemeleri,4041.46282584346,9.67732024504117,Etmiyor,obek_5,116.112415629141
4781,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,1019008.10765985,Büyük Şehir,Kozmetik,33027.3553665559,38.3976591118969,Etmiyor,obek_4,93.9740555993984
4782,Kadın,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,223155.252678027,Büyük Şehir,Elektronik ve Teknolojik Ürünler,8476.50475323296,49.1903559165904,Ediyor,obek_8,162.556908492588
4783,Erkek,41-50,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,260396.438636744,Büyük Şehir,Spor Malzemeleri,7736.00815428008,16.7591523712659,Etmiyor,obek_3,22.2773939098899
4784,Kadın,31-40,Bekar,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,205621.364576566,Küçük Şehir,Kozmetik,5142.9844960177,7.17022226834125,Etmiyor,obek_1,10.7000517885266
4785,Erkek,51-60,Evli,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,89054.08854496,Kırsal,Spor Malzemeleri,7712.41401410539,16.8452706502732,Etmiyor,obek_3,20.7260401607378
4786,Erkek,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,232549.069121119,Köy veya Kasaba,Spor Malzemeleri,3399.17775133842,9.46127098634836,Etmiyor,obek_5,105.407525695243
4787,Kadın,31-40,Evli,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,942374.043031451,Büyük Şehir,Ev ve Mobilya,31364.1519583851,43.4000806198506,Etmiyor,obek_7,104.415464528297
4788,Kadın,51-60,Evli,Yüksekokul Mezunu,Emekli,490604.06710343,Köy veya Kasaba,Giyim,36351.2814809845,25.3300409693296,Etmiyor,obek_6,46.3812565397599
4789,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,234510.953318722,Küçük Şehir,Ev ve Mobilya,3792.17698724176,8.82162184800876,Etmiyor,obek_5,93.4375802044908
4790,Erkek,51-60,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,395424.796709181,Küçük Şehir,Elektronik ve Teknolojik Ürünler,7064.53201206923,14.6643581420615,Etmiyor,obek_3,22.4475574065291
4791,Kadın,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,168030.114173135,Büyük Şehir,Elektronik ve Teknolojik Ürünler,4068.56048032362,10.9661694238811,Etmiyor,obek_5,106.685603354656
4792,Kadın,18-30,Evli,İlkokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,162815.304499099,Kırsal,Giyim,3736.86412155528,21.2774858375521,Etmiyor,obek_2,54.6481397062608
4793,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,231157.027422041,Küçük Şehir,Elektronik ve Teknolojik Ürünler,3551.62180004858,9.73779141320033,Etmiyor,obek_5,90.7609470696464
4794,Erkek,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,479436.538551757,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,41796.0829806263,31.1816353175872,Etmiyor,obek_6,49.9394438863108
4795,Erkek,>60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,488695.892304947,Köy veya Kasaba,Spor Malzemeleri,41947.0740654312,25.5105646414488,Etmiyor,obek_6,47.5725962795319
4796,Erkek,>60,Evli,Üniversite Mezunu,Emekli,493143.582860616,Kırsal,Elektronik ve Teknolojik Ürünler,38559.2685754394,33.8051423394241,Etmiyor,obek_6,51.2893449858484
4797,Erkek,41-50,Bekar,Ortaokul Mezunu,Emekli,480394.27184802,Kırsal,Elektronik ve Teknolojik Ürünler,39233.5177686208,30.7708090405123,Etmiyor,obek_6,46.9650060116287
4798,Kadın,31-40,Bekar,Yüksek Lisans Mezunu,İşsiz veya Düzenli Bir İşi Yok,985053.426865637,Büyük Şehir,Spor Malzemeleri,32834.2323021145,37.6857050024813,Etmiyor,obek_4,106.998386974245
4799,Erkek,51-60,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,364379.62336437,Büyük Şehir,Elektronik ve Teknolojik Ürünler,6278.62460078816,14.1735088043256,Etmiyor,obek_3,17.2291444961789
4800,Kadın,41-50,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,491471.766032893,Köy veya Kasaba,Ev ve Mobilya,39977.3560570916,29.1017766152258,Etmiyor,obek_6,42.9849996392389
4801,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,219361.217749815,Küçük Şehir,Spor Malzemeleri,4490.7892836728,10.8689262100504,Etmiyor,obek_5,79.1175122131984
4802,Kadın,18-30,Evli,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,166820.745053934,Küçük Şehir,Giyim,3701.66449515085,33.1314478295584,Etmiyor,obek_2,50.6820608743843
4803,Erkek,31-40,Evli,Yüksekokul Mezunu,Kendi İşinin Sahibi,404900.539859574,Büyük Şehir,Elektronik ve Teknolojik Ürünler,6829.3239977713,16.3077859168972,Etmiyor,obek_3,20.9882411122765
4804,Erkek,18-30,Bekar,Yüksekokul Mezunu,Kendi İşinin Sahibi,837781.040636743,Büyük Şehir,Ev ve Mobilya,35233.7475251713,35.1834880034655,Etmiyor,obek_4,81.6617831843776
4805,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,260032.905713428,Köy veya Kasaba,Giyim,8572.69270797445,46.9614275859681,Ediyor,obek_8,163.276738327728
4806,Erkek,18-30,Bekar,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,223578.540087356,Büyük Şehir,Giyim,9288.01295034699,46.910379556827,Ediyor,obek_8,143.660318927846
4807,Kadın,31-40,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,189777.006520583,Küçük Şehir,Giyim,3833.08207058007,13.4008769106116,Etmiyor,obek_2,45.1327966037598
4808,Erkek,41-50,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,277945.939055415,Kırsal,Elektronik ve Teknolojik Ürünler,5489.01128519792,1.40249685513966,Etmiyor,obek_1,9.70563539177662
4809,Kadın,31-40,Evli,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,909982.31556807,Köy veya Kasaba,Spor Malzemeleri,34734.5891849204,38.6256546792459,Etmiyor,obek_4,97.8473279813659
4810,Erkek,31-40,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,366981.631562465,Küçük Şehir,Ev ve Mobilya,21088.2751510456,20.1954700186793,Etmiyor,obek_7,89.5961972494553
4811,Kadın,41-50,Bekar,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,280797.35455232,Kırsal,Kozmetik,5164.16908519523,8.57327297586278,Etmiyor,obek_1,9.21405716643403
4812,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,201572.180495582,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,4400.74248970733,10.6207367664375,Etmiyor,obek_7,89.6477703275492
4813,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,362134.66761109,Küçük Şehir,Spor Malzemeleri,27360.9302180326,22.2133145582093,Etmiyor,obek_7,92.3620057933763
4814,Erkek,31-40,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,348798.638912015,Büyük Şehir,Elektronik ve Teknolojik Ürünler,22261.7263514585,22.700584115728,Etmiyor,obek_7,86.9455582100097
4815,Kadın,51-60,Evli,İlkokul Mezunu,Kendi İşinin Sahibi,292210.971437725,Büyük Şehir,Ev ve Mobilya,5017.66862624539,6.97307444146853,Etmiyor,obek_1,10.1829730206064
4816,Kadın,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,811984.045966195,Büyük Şehir,Spor Malzemeleri,31881.8859440188,42.0065952096998,Etmiyor,obek_4,87.2419808680162
4817,Erkek,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,964987.601238233,Büyük Şehir,Ev ve Mobilya,33703.314941317,39.932155146045,Etmiyor,obek_4,89.0326182440428
4818,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,207979.007266723,Küçük Şehir,Spor Malzemeleri,4017.11820814303,9.901761595211,Etmiyor,obek_5,101.845437808862
4819,Kadın,41-50,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,163648.212500835,Küçük Şehir,Giyim,3838.62618275684,19.2123575306857,Etmiyor,obek_2,33.5529179123793
4820,Kadın,51-60,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,156519.866053698,Küçük Şehir,Giyim,4320.99713175579,22.8122390886194,Etmiyor,obek_2,49.3500529769754
4821,Kadın,31-40,Evli,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,823027.943149465,Büyük Şehir,Kozmetik,30093.0357944785,42.2058274344317,Etmiyor,obek_2,102.189691208919
4822,Kadın,31-40,Bekar,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,170768.704844291,Küçük Şehir,Giyim,3596.61568978153,18.7859864503905,Etmiyor,obek_2,48.504843215426
4823,Erkek,31-40,Evli,Lise Mezunu,Emekli,178231.776629945,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,7160.22958325297,15.5538750637919,Etmiyor,obek_3,19.8679000651639
4824,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,947765.907307661,Büyük Şehir,Spor Malzemeleri,28548.6329448303,41.7055822663576,Ediyor,obek_7,86.158820640657
4825,Kadın,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,212940.312573015,Küçük Şehir,Ev ve Mobilya,8853.75365947717,48.6655164962655,Ediyor,obek_8,122.177740289031
4826,Erkek,31-40,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,916888.298149419,Büyük Şehir,Elektronik ve Teknolojik Ürünler,32667.4649086938,37.8677448382373,Etmiyor,obek_4,91.6034574367556
4827,Erkek,18-30,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,274391.864364963,Köy veya Kasaba,Spor Malzemeleri,8552.93767274368,61.5487723307173,Etmiyor,obek_8,156.218302858173
4828,Erkek,31-40,Bekar,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,354789.536464921,Büyük Şehir,Elektronik ve Teknolojik Ürünler,27526.9587481394,24.1034516567725,Etmiyor,obek_7,109.810768950426
4829,Erkek,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,356754.464052146,Küçük Şehir,Elektronik ve Teknolojik Ürünler,27137.6667645433,21.4632133547456,Etmiyor,obek_7,101.424124382572
4830,Erkek,41-50,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,344216.420081308,Küçük Şehir,Ev ve Mobilya,27601.4443308262,19.03274804376,Ediyor,obek_7,92.1962331224155
4831,Erkek,51-60,Evli,Ortaokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,448522.905962471,Kırsal,Giyim,7752.08172163202,14.2888453266427,Etmiyor,obek_3,22.9185541969856
4832,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,211251.780468872,Küçük Şehir,Spor Malzemeleri,4541.10662506824,10.8738613563339,Etmiyor,obek_5,88.2537984015536
4833,Erkek,18-30,Bekar,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,214935.558220831,Büyük Şehir,Kozmetik,9084.50110355417,49.4271531583533,Ediyor,obek_8,141.625624801867
4834,Kadın,>60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,492975.191615225,Köy veya Kasaba,Kozmetik,35591.7649264165,32.0305024083758,Etmiyor,obek_6,50.6999676407201
4835,Kadın,41-50,Evli,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,161564.565461406,Köy veya Kasaba,Ev ve Mobilya,4195.17763635351,19.3564168846416,Etmiyor,obek_2,51.2429326941252
4836,Kadın,31-40,Bekar,Lise Mezunu,Kendi İşinin Sahibi,216651.394661002,Küçük Şehir,Giyim,3382.9161749106,8.09715890379387,Etmiyor,obek_5,80.2755319464321
4837,Erkek,31-40,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,344058.543142903,Küçük Şehir,Giyim,27239.617076531,18.9547652860151,Etmiyor,obek_7,101.150801166334
4838,Erkek,51-60,Evli,Lise Mezunu,Kendi İşinin Sahibi,241245.159363413,Büyük Şehir,Giyim,7005.52233741314,14.7533885210951,Etmiyor,obek_3,24.4273604522189
4839,Erkek,41-50,Bekar,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,373027.64094326,Küçük Şehir,Spor Malzemeleri,29131.0493492628,19.4038080669938,Etmiyor,obek_7,89.5530602937577
4840,Erkek,31-40,Evli,Eğitimsiz,Emekli,339630.585282944,Büyük Şehir,Ev ve Mobilya,6232.88866195746,14.6826400859605,Etmiyor,obek_3,23.8769189743465
4841,Erkek,18-30,Bekar,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,969558.344196232,Büyük Şehir,Giyim,32281.6406008305,42.5261834235639,Etmiyor,obek_4,96.2427152049447
4842,Kadın,51-60,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,486505.282806891,Köy veya Kasaba,Kozmetik,38876.8993251626,29.2322186432031,Etmiyor,obek_6,49.5021320200996
4843,Erkek,18-30,Bekar,Yüksekokul Mezunu,İşsiz veya Düzenli Bir İşi Yok,226702.068715944,Büyük Şehir,Kozmetik,10002.1796325254,48.2810002080141,Ediyor,obek_8,204.672065124192
4844,Kadın,18-30,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,835685.474986143,Büyük Şehir,Giyim,34438.6464168343,42.5410000177118,Ediyor,obek_4,90.7976779605387
4845,Erkek,51-60,Evli,Üniversite Mezunu,Emekli,483924.869458521,Kırsal,Ev ve Mobilya,44366.6161438618,32.2323483269445,Etmiyor,obek_6,41.9607549005456
4846,Kadın,31-40,Evli,Doktora Mezunu,Düzenli ve Ücretli Bir İşi Var,358313.360646823,Küçük Şehir,Giyim,26138.518690147,23.0167794832314,Etmiyor,obek_7,90.1607696249302
4847,Erkek,>60,Evli,Doktora Mezunu,Kendi İşinin Sahibi,311775.08226899,Küçük Şehir,Giyim,6083.96858058674,15.6415186158494,Etmiyor,obek_3,20.240598820727
4848,Erkek,>60,Evli,Üniversite Mezunu,Emekli,482235.963518572,Kırsal,Spor Malzemeleri,38829.9511084371,26.6874011432564,Etmiyor,obek_6,49.1838985290676
4849,Erkek,18-30,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,958967.378801107,Büyük Şehir,Kozmetik,32237.2090213283,40.1654451914001,Etmiyor,obek_4,105.726595557337
4850,Kadın,>60,Bekar,Lise Mezunu,Emekli,490575.117126707,Küçük Şehir,Giyim,40689.3636791553,28.5601698805484,Etmiyor,obek_6,50.8771873992396
4851,Erkek,18-30,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,210328.630767527,Büyük Şehir,Elektronik ve Teknolojik Ürünler,9364.65642905804,51.6259123510112,Ediyor,obek_8,167.224442307348
4852,Kadın,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,224861.775624557,Büyük Şehir,Giyim,3728.3080585488,10.3876637383823,Etmiyor,obek_5,98.4178775782417
4853,Erkek,18-30,Bekar,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,987954.76931132,Büyük Şehir,Kozmetik,31582.8051850501,38.3755345967934,Ediyor,obek_4,110.188356610786
4854,Erkek,41-50,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,475255.211933434,Küçük Şehir,Spor Malzemeleri,5776.16068505971,17.2600834232621,Ediyor,obek_3,24.0979534620735
4855,Kadın,51-60,Evli,İlkokul Mezunu,Düzenli ve Ücretli Bir İşi Var,481775.668200266,Köy veya Kasaba,Kozmetik,39706.0932142413,29.4952670920586,Etmiyor,obek_6,46.5415272634814
4856,Erkek,31-40,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,792806.160930799,Büyük Şehir,Elektronik ve Teknolojik Ürünler,33917.323990747,39.7679587380236,Etmiyor,obek_4,84.693617381869
4857,Kadın,51-60,Evli,Ortaokul Mezunu,Düzenli ve Ücretli Bir İşi Var,143870.6853706,Kırsal,Ev ve Mobilya,3872.30551157511,19.8422106858372,Etmiyor,obek_2,55.8275077279644
4858,Erkek,18-30,Bekar,Lise Mezunu,Kendi İşinin Sahibi,203816.65605253,Köy veya Kasaba,Spor Malzemeleri,3209.00202581522,10.9699392733177,Etmiyor,obek_5,109.452062692928
4859,Kadın,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,914065.96345146,Büyük Şehir,Elektronik ve Teknolojik Ürünler,31839.7835626451,41.4739139916576,Etmiyor,obek_4,106.914911905878
4860,Erkek,18-30,Evli,Lise Mezunu,İşsiz veya Düzenli Bir İşi Yok,382006.85069947,Küçük Şehir,Spor Malzemeleri,6431.37663977047,14.2646053418329,Etmiyor,obek_3,17.609216163257
4861,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,284844.869009676,Küçük Şehir,Kozmetik,10045.9734606674,55.0713547755101,Ediyor,obek_8,116.474976544563
4862,Erkek,18-30,Bekar,Yüksekokul Mezunu,Düzenli ve Ücretli Bir İşi Var,239604.639167311,Büyük Şehir,Kozmetik,10510.2052146008,41.3068511291867,Ediyor,obek_8,153.843321304358
4863,Erkek,>60,Bekar,Doktora Mezunu,İşsiz veya Düzenli Bir İşi Yok,214787.320390339,Küçük Şehir,Kozmetik,5170.85325174551,5.93840082834706,Etmiyor,obek_1,5.93840082834706
4864,Kadın,31-40,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,159118.209950171,Kırsal,Ev ve Mobilya,3870.27972088387,28.7082301731648,Etmiyor,obek_2,41.8884018014948
4865,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,193694.256983447,Küçük Şehir,Giyim,3791.55594151724,8.60201919229566,Etmiyor,obek_8,106.559569178249
4866,Erkek,18-30,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,212095.997820634,Büyük Şehir,Spor Malzemeleri,3737.40319045651,10.4950403258538,Etmiyor,obek_5,69.0408212100984
4867,Kadın,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,487124.481085654,Küçük Şehir,Ev ve Mobilya,32454.9275876959,28.2903654789575,Etmiyor,obek_6,37.8901644191302
4868,Kadın,18-30,Evli,Yüksek Lisans Mezunu,Düzenli ve Ücretli Bir İşi Var,620683.370414455,Büyük Şehir,Kozmetik,30089.7234035732,40.8432362715345,Etmiyor,obek_4,115.620139779425
4869,Erkek,51-60,Evli,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,478345.619888148,Kırsal,Ev ve Mobilya,40078.8357069147,29.4012988556885,Etmiyor,obek_2,49.0176277539877
4870,Erkek,31-40,Evli,Lise Mezunu,Düzenli ve Ücretli Bir İşi Var,240100.243398292,Küçük Şehir,Ev ve Mobilya,3782.68082999683,10.7324977408836,Etmiyor,obek_5,101.054195858839
4871,Erkek,31-40,Bekar,Üniversite Mezunu,Düzenli ve Ücretli Bir İşi Var,927757.212865648,Büyük Şehir,Ev ve Mobilya,33172.0278949262,44.5843065447507,Etmiyor,obek_4,106.043660284311
4872,Kadın,18-30,Bekar,Üniversite Mezunu,İşsiz veya Düzenli Bir İşi Yok,185761.439246432,Küçük Şehir,Giyim,5142.48906513298,3.83669603798265,Etmiyor,obek_1,9.21762836978034
4873,Erkek,51-60,Evli,Üniversite Mezunu,Kendi İşinin Sahibi,479206.469956533,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,38862.4946405355,32.4387182923754,Etmiyor,obek_7,46.4309960283953
4874,Kadın,51-60,Evli,Üniversite Mezunu,Emekli,477068.833600997,Köy veya Kasaba,Elektronik ve Teknolojik Ürünler,40001.8171817783,30.4476993298037,Etmiyor,obek_6,47.1204119458171
4875,Erkek,18-30,Bekar,Üniversite Mezunu,Kendi İşinin Sahibi,846007.126022524,Büyük Şehir,Ev ve Mobilya,35842.3996641928,37.856869926819,Etmiyor,obek_4,111.893601951672
4876,Kadın,18-30,Evli,Eğitimsiz,İşsiz veya Düzenli Bir İşi Yok,197247.466554703,Büyük Şehir,Ev ve Mobilya,6377.38083642154,0,Etmiyor,obek_8,10.0539715320194
